Mod:Item:MetaData, Localized Name
witchery:circletalisman:1, Circle Talisman (Small Ritual)
witchery:circletalisman:2, Circle Talisman (Small Otherwhere)
witchery:circletalisman:3, Circle Talisman (Small Infernal)
witchery:circletalisman:8, Circle Talisman (Medium Ritual)
witchery:circletalisman:16, Circle Talisman (Medium Otherwhere)
witchery:circletalisman:24, Circle Talisman (Medium Infernal)
witchery:circletalisman:64, Circle Talisman (Large Ritual)
witchery:circletalisman:128, Circle Talisman (Large Otherwhere)
witchery:circletalisman:192, Circle Talisman (Large Infernal)
witchery:mysticbranch, Mystic Branch
witchery:divinerwater, Water Diviner
witchery:divinerlava, Lava Diviner
witchery:polynesiacharm, Polynesia Charm
witchery:devilstonguecharm, Devils Tongue Charm
witchery:mutator, Mutating Sprig
witchery:louse:0, Parasytic Louse
witchery:brewbag, Brew Bag
witchery:spectralstone:0, Spectral Stone
witchery:spectralstone:17, Spectral Stone
witchery:spectralstone:18, Spectral Stone
witchery:spectralstone:19, Spectral Stone
witchery:shelfcompass, Poppet Shelf Compass
witchery:kobolditepickaxe, Koboldite Pickaxe
witchery:dupstaff, Staff of Duplication
witchery:brewbottle:0, Brew
witchery:brew.fuel:0, Brew of Combustion
witchery:brew.water, Brew of Endless Water
witchery:bookbiomes2, Book of Biomes (Extended Edition)
witchery:biomenote:0, Biome Beach
witchery:cauldronbook:0, Witches' Brews
witchery:leonardsurn:0, Leonard's Urn
witchery:leonardsurn:1, Leonard's Urn
witchery:leonardsurn:2, Leonard's Urn
witchery:leonardsurn:3, Leonard's Urn
witchery:playercompass, Player Compass
witchery:mooncharm, Moon Charm
witchery:hornofthehunt, Horn of the Hunt
witchery:wolftoken, Creative Bat/Wolf Token
witchery:glassgoblet:0, Glass Goblet
witchery:sungrenade, Sun Grenade
witchery:vampirebook:0, Observations of an Immortal
witchery:vampirebook:9, Observations of an Immortal
witchery:dupgrenade, Duplication Grenade
witchery:witchhat, Witches' Hat
witchery:babashat, Baba Yaga's Hat
witchery:witchrobe, Witches Robes
witchery:necromancerrobe, Necromancer Robes
witchery:bitingbelt, Biting Belt
witchery:barkbelt, Bark Belt
witchery:iceslippers, Icy Slippers
witchery:rubyslippers, Ruby Slippers
witchery:seepingshoes, Seeping Shoes
witchery:hunterhat, Witch Hunter Hat
witchery:huntercoat, Witch Hunter Coat
witchery:hunterlegs, Witch Hunter Trousers
witchery:hunterboots, Witch Hunter Boots
witchery:hunterhatsilvered, Witch Hunter Hat (Silvered)
witchery:huntercoatsilvered, Witch Hunter Coat (Silvered)
witchery:hunterlegssilvered, Witch Hunter Trousers (Silvered)
witchery:hunterbootssilvered, Witch Hunter Boots (Silvered)
witchery:hunterhatgarlicked, Witch Hunter Dawn Hat
witchery:huntercoatgarlicked, Witch Hunter Dawn Coat
witchery:hunterlegsgarlicked, Witch Hunter Dawn Trousers
witchery:hunterbootsgarlicked, Witch Hunter Dawn Boots
witchery:deathscowl, Death's Hood
witchery:deathsrobe, Death's Robe
witchery:deathsfeet, Death's Footwear
witchery:quiverofmog, Mog's Quiver
witchery:gurdleofgulg, Gulg's Gurdle
witchery:kobolditehelm, Twisting Band
witchery:earmuffs, Earmuffs
witchery:vampirehat, Vampire Top Hat
witchery:vampirehelmet, Vampire Helmet
witchery:vampirecoat, Vampire Dress Coat
witchery:vampirecoat_female, Vampire Dress Jacket (Ladies)
witchery:vampirechaincoat, Vampire Chain Coat
witchery:vampirechaincoat_female, Vampire Chain Coat (Ladies)
witchery:vampirelegs, Vampire Trousers
witchery:vampirelegs_kilt, Vampire Skirted Trousers
witchery:vampireboots, Vampire Oxford Boots
witchery:seedsbelladonna, Belladonna Seeds
witchery:seedsmandrake, Mandrake Seeds
witchery:seedsartichoke, Water Artichoke Seeds
witchery:seedssnowbell, Snowbell Seeds
witchery:seedswormwood, Wormwood Seeds
witchery:seedsmindrake, Minedrake Bulb
witchery:seedswolfsbane, Wolfsbane Seeds
witchery:garlic, Garlic
witchery:bucketspirit, Spirit Bucket
witchery:buckethollowtears, Hollow Tears Bucket
witchery:bucketbrew, item.witchery:bucketbrew.name
BuildCraft|Energy:bucketOil, Oil Bucket
BuildCraft|Energy:bucketFuel, Fuel Bucket
BuildCraft|Builders:templateItem, Template
BuildCraft|Builders:blueprintItem, Blueprint
BuildCraft|Transport:pipeWaterproof, Pipe Sealant
BuildCraft|Transport:item.buildcraftPipe.pipeitemswood:0, Wooden Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemerald:0, Emerald Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemscobblestone:0, Cobblestone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstone:0, Stone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsquartz:0, Quartz Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsiron:0, Iron Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsgold:0, Golden Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdiamond:0, Diamond Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsobsidian:0, Obsidian Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemslapis:0, Lazuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsdaizuli:0, Daizuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemssandstone:0, Sandstone Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsvoid:0, Void Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsemzuli:0, Emzuli Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsstripes:0, Stripes Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipeitemsclay:0, Clay Transport Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidswood:0, Wooden Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidscobblestone:0, Cobblestone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsstone:0, Stone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsquartz:0, Quartz Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsiron:0, Iron Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsgold:0, Golden Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsemerald:0, Emerald Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsdiamond:0, Diamond Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidssandstone:0, Sandstone Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsvoid:0, Void Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipefluidsclay:0, Clay Fluid Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerwood:0, Wooden Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowercobblestone:0, Cobblestone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerstone:0, Stone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerquartz:0, Quartz Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweriron:0, Iron Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowergold:0, Golden Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowerdiamond:0, Diamond Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepoweremerald:0, Emerald Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipepowersandstone:0, Sandstone Kinesis Pipe
BuildCraft|Transport:item.buildcraftPipe.pipestructurecobblestone:0, Cobblestone Structure Pipe
BuildCraft|Transport:pipeWire:0, Red Pipe Wire
BuildCraft|Transport:pipeWire:1, Blue Pipe Wire
BuildCraft|Transport:pipeWire:2, Green Pipe Wire
BuildCraft|Transport:pipeWire:3, Yellow Pipe Wire
BuildCraft|Transport:pipeGate, Gate
BuildCraft|Transport:pipePlug, Pipe Plug
BuildCraft|Transport:pipeLens:0, Lens (Black)
BuildCraft|Transport:pipeLens:1, Lens (Red)
BuildCraft|Transport:pipeLens:2, Lens (Green)
BuildCraft|Transport:pipeLens:3, Lens (Brown)
BuildCraft|Transport:pipeLens:4, Lens (Blue)
BuildCraft|Transport:pipeLens:5, Lens (Purple)
BuildCraft|Transport:pipeLens:6, Lens (Cyan)
BuildCraft|Transport:pipeLens:7, Lens (Light Gray)
BuildCraft|Transport:pipeLens:8, Lens (Gray)
BuildCraft|Transport:pipeLens:9, Lens (Pink)
BuildCraft|Transport:pipeLens:10, Lens (Lime)
BuildCraft|Transport:pipeLens:11, Lens (Yellow)
BuildCraft|Transport:pipeLens:12, Lens (Light Blue)
BuildCraft|Transport:pipeLens:13, Lens (Magenta)
BuildCraft|Transport:pipeLens:14, Lens (Orange)
BuildCraft|Transport:pipeLens:15, Lens (White)
BuildCraft|Transport:pipeLens:16, Filter (Black)
BuildCraft|Transport:pipeLens:17, Filter (Red)
BuildCraft|Transport:pipeLens:18, Filter (Green)
BuildCraft|Transport:pipeLens:19, Filter (Brown)
BuildCraft|Transport:pipeLens:20, Filter (Blue)
BuildCraft|Transport:pipeLens:21, Filter (Purple)
BuildCraft|Transport:pipeLens:22, Filter (Cyan)
BuildCraft|Transport:pipeLens:23, Filter (Light Gray)
BuildCraft|Transport:pipeLens:24, Filter (Gray)
BuildCraft|Transport:pipeLens:25, Filter (Pink)
BuildCraft|Transport:pipeLens:26, Filter (Lime)
BuildCraft|Transport:pipeLens:27, Filter (Yellow)
BuildCraft|Transport:pipeLens:28, Filter (Light Blue)
BuildCraft|Transport:pipeLens:29, Filter (Magenta)
BuildCraft|Transport:pipeLens:30, Filter (Orange)
BuildCraft|Transport:pipeLens:31, Filter (White)
BuildCraft|Transport:pipeLens:32, Lens (Clear)
BuildCraft|Transport:pipeLens:33, Filter (Clear)
BuildCraft|Transport:pipePowerAdapter, Power Adapter
BuildCraft|Transport:gateCopier, Gate Copier
BuildCraft|Robotics:robot, Robot
BuildCraft|Robotics:robotStation, Docking Station
BuildCraft|Robotics:redstone_board, Redstone Board
BuildCraft|Silicon:redstoneChipset:0, Redstone Chipset
BuildCraft|Silicon:redstoneChipset:1, Iron Chipset
BuildCraft|Silicon:redstoneChipset:2, Golden Chipset
BuildCraft|Silicon:redstoneChipset:3, Diamond Chipset
BuildCraft|Silicon:redstoneChipset:4, Pulsating Chipset
BuildCraft|Silicon:redstoneChipset:5, Quartz Chipset
BuildCraft|Silicon:redstoneChipset:6, Redstone Comp Chipset
BuildCraft|Silicon:redstoneChipset:7, Emerald Chipset
BuildCraft|Silicon:package, Package
BuildCraft|Silicon:redstoneCrystal, Redstone Crystal
BuildCraft|Compat:item.buildcraftPipe.pipeitemspropolis:0, Apiarist's Pipe
CarpentersBlocks:itemCarpentersHammer, Carpenter's Hammer
CarpentersBlocks:itemCarpentersChisel, Carpenter's Chisel
CarpentersBlocks:itemCarpentersTile, Carpenter's Tile
CarpentersBlocks:itemCarpentersDoor, Carpenter's Door
CarpentersBlocks:itemCarpentersBed, Carpenter's Bed
Railcraft:fluid.creosote.bucket, Creosote Bucket
Railcraft:fluid.creosote.bottle, Creosote Bottle
Railcraft:fluid.creosote.can, Creosote Can
Railcraft:fluid.creosote.cell, Creosote Cell
Railcraft:fluid.creosote.wax, Creosote Capsule
Railcraft:fluid.creosote.refactory, Creosote Capsule
Railcraft:fluid.steam.bottle, Steam Bottle
Railcraft:tool.crowbar, Crowbar
Railcraft:tool.crowbar.reinforced, Reinforced Crowbar
Railcraft:tool.magnifying.glass, Magnifying Glass
Railcraft:armor.goggles, Trackman's Goggles
Railcraft:part.circuit:0, Controller Circuit
Railcraft:part.circuit:1, Receiver Circuit
Railcraft:part.circuit:2, Signal Circuit
Railcraft:tool.steel.shears, Steel Shears
Railcraft:tool.steel.sword, Steel Sword
Railcraft:tool.steel.shovel, Steel Shovel
Railcraft:tool.steel.pickaxe, Steel Pickaxe
Railcraft:tool.steel.axe, Steel Axe
Railcraft:tool.steel.hoe, Steel Hoe
Railcraft:armor.steel.helmet, Steel Helmet
Railcraft:armor.steel.plate, Steel Chestplate
Railcraft:armor.steel.legs, Steel Leggings
Railcraft:armor.steel.boots, Steel Boots
Railcraft:armor.overalls, Engineer's Overalls
Railcraft:nugget:0, Iron Nugget
Railcraft:nugget:1, Steel Nugget
Railcraft:nugget:2, Copper Nugget
Railcraft:nugget:3, Tin Nugget
Railcraft:nugget:4, Lead Nugget
Railcraft:ingot:0, Steel Ingot
Railcraft:ingot:1, Copper Ingot
Railcraft:ingot:2, Tin Ingot
Railcraft:ingot:3, Lead Ingot
Railcraft:part.railbed:0, Wooden Railbed
Railcraft:part.railbed:1, Stone Railbed
Railcraft:part.tie:0, Wooden Tie
Railcraft:part.tie:1, Stone Tie
Railcraft:part.rebar, Rebar
Railcraft:part.rail:0, Standard Rail
Railcraft:part.rail:1, Advanced Rail
Railcraft:part.rail:2, Wooden Rail
Railcraft:part.rail:3, H.S. Rail
Railcraft:part.rail:4, Reinforced Rail
Railcraft:part.rail:5, Electric Rail
Railcraft:fuel.coke, Coal Coke
Railcraft:part.plate:0, Iron Plate
Railcraft:part.plate:1, Steel Plate
Railcraft:part.plate:2, Tin Plate
Railcraft:part.plate:3, Copper Plate
Railcraft:part.plate:4, Lead Plate
Railcraft:dust:0, Obsidian Dust
Railcraft:dust:1, Sulfur
Railcraft:dust:2, Saltpeter
Railcraft:dust:3, Charcoal Dust
Railcraft:part.gear:0, Gold-Plate Gear
Railcraft:part.gear:1, Iron Gear
Railcraft:part.gear:2, Steel Gear
Railcraft:part.gear:3, Tin Gear Bushing
Railcraft:cart.tnt.wood:0, Wooden TNT Cart
Railcraft:cart.work:0, Work Cart
Railcraft:tool.surveyor:0, Signal Block Surveyor
Railcraft:tool.signal.tuner:0, Signal Tuner
Railcraft:tool.signal.label, Signal Label
Railcraft:part.signal.lamp, Signal Lamp
Railcraft:part.bleached.clay, Bleached Clay
Railcraft:cart.bore:0, Tunnel Bore
Railcraft:borehead.diamond, Diamond Bore Head
Railcraft:borehead.steel, Steel Bore Head
Railcraft:borehead.iron, Iron Bore Head
Railcraft:cart.track.relayer:0, Track Relayer Cart
Railcraft:cart.undercutter:0, Undercutter Cart
Railcraft:cart.track.layer:0, Track Layer Cart
Railcraft:cart.track.remover:0, Track Remover Cart
Railcraft:tool.notepad, Trackman's Notepad
Railcraft:cart.tank:0, Tank Cart
Railcraft:cart.cargo:0, Cargo Cart
Railcraft:upgrade.lapotron, Lapotron Loader Upgrade
Railcraft:cart.energy.batbox:0, Batbox Cart
Railcraft:cart.energy.mfe:0, MFE Cart
Railcraft:cart.energy.cesu:0, CESU Cart
Railcraft:tool.crowbar.magic, Thaumium Crowbar
Railcraft:tool.crowbar.void, Void Metal Crowbar
Railcraft:cart.anchor:0, Anchor Cart
Railcraft:cart.anchor.personal:0, Personal Anchor Cart
Railcraft:cart.anchor.admin:0, Admin Anchor Cart
Railcraft:cart.pumpkin:0, Pumpkin Cart
Railcraft:cart.gift:0, Gift Cart
Railcraft:tool.whistle.tuner, Whistle Tuner
Railcraft:routing.table, Routing Table
Railcraft:routing.ticket.gold, Golden Railway Ticket
Railcraft:routing.ticket, Railway Ticket
Railcraft:firestone.raw, Raw Firestone
Railcraft:firestone.cut, Cut Firestone
Railcraft:firestone.refined, Refined Firestone
Railcraft:firestone.cracked, Cracked Firestone
Railcraft:tool.electric.meter, Electric Meter
Railcraft:part.turbine.rotor, Turbine Rotor
Railcraft:part.turbine.disk, Turbine Disk
Railcraft:part.turbine.blade, Turbine Blade
Railcraft:cart.redstone.flux:0, Redstone Flux Cart
TwilightForest:item.nagaScale, Naga Scale
TwilightForest:item.plateNaga, Naga Scale Tunic
TwilightForest:item.legsNaga, Naga Scale Leggings
TwilightForest:item.scepterTwilight, Scepter of Twilight
TwilightForest:item.scepterLifeDrain, Scepter of Life Draining
TwilightForest:item.scepterZombie, Zombie Scepter
TwilightForest:item.oreMeter, Ore Meter [WIP]
TwilightForest:item.magicMap:0, Magic Map #0
TwilightForest:item.mazeMap:0, Maze Map #0
TwilightForest:item.oreMap:0, Maze/Ore Map #0
TwilightForest:item.tfFeather, Raven's Feather
TwilightForest:item.magicMapFocus, Magic Map Focus
TwilightForest:item.mazeMapFocus, Maze Map Focus
TwilightForest:item.liveRoot, Liveroot
TwilightForest:item.ironwoodRaw, Raw Ironwood Materials
TwilightForest:item.ironwoodIngot, Ironwood Ingot
TwilightForest:item.ironwoodHelm, Ironwood Helm
TwilightForest:item.ironwoodPlate, Ironwood Plate
TwilightForest:item.ironwoodLegs, Ironwood Legs
TwilightForest:item.ironwoodBoots, Ironwood Boots
TwilightForest:item.ironwoodSword, Ironwood Sword
TwilightForest:item.ironwoodShovel, Ironwood Shovel
TwilightForest:item.ironwoodPick, Ironwood Pick
TwilightForest:item.ironwoodAxe, Ironwood Axe
TwilightForest:item.ironwoodHoe, Ironwood Hoe
TwilightForest:item.torchberries, Torchberries
TwilightForest:item.venisonRaw, Raw Venison
TwilightForest:item.venisonCooked, Venison Steak
TwilightForest:item.hydraChop, Hydra Chop
TwilightForest:item.fieryBlood, Fiery Blood
TwilightForest:item.trophy:0, Hydra Trophy
TwilightForest:item.trophy:1, Naga Trophy
TwilightForest:item.trophy:2, Lich Trophy
TwilightForest:item.trophy:3, Ur-ghast Trophy
TwilightForest:item.trophy:4, Snow Queen Trophy
TwilightForest:item.trophy:5, Minoshroom Trophy
TwilightForest:item.trophy:6, Knight Phantom Trophy
TwilightForest:item.trophy:7, Alpha Yeti Trophy
TwilightForest:item.trophy:8, Questing Ram Trophy
TwilightForest:item.critter:0, Firefly
TwilightForest:item.critter:1, Cicada
TwilightForest:item.critter:2, Moonworm
TwilightForest:item.fieryIngot, Fiery Ingot
TwilightForest:item.fieryHelm, Fiery Helm
TwilightForest:item.fieryPlate, Fiery Plate
TwilightForest:item.fieryLegs, Fiery Legs
TwilightForest:item.fieryBoots, Fiery Boots
TwilightForest:item.fierySword, Fiery Sword
TwilightForest:item.fieryPick, Fiery Pick
TwilightForest:item.steeleafIngot, Steeleaf
TwilightForest:item.steeleafHelm, Steeleaf Helm
TwilightForest:item.steeleafPlate, Steeleaf Plate
TwilightForest:item.steeleafLegs, Steeleaf Legs
TwilightForest:item.steeleafBoots, Steeleaf Boots
TwilightForest:item.steeleafSword, Steeleaf Sword
TwilightForest:item.steeleafShovel, Steeleaf Shovel
TwilightForest:item.steeleafPick, Steeleaf Pick
TwilightForest:item.steeleafAxe, Steeleaf Axe
TwilightForest:item.steeleafHoe, Steeleaf Hoe
TwilightForest:item.minotaurAxe, Minotaur Axe
TwilightForest:item.mazebreakerPick, Mazebreaker
TwilightForest:item.transformPowder, Transformation Powder
TwilightForest:item.meefRaw, Raw Meef
TwilightForest:item.meefSteak, Meef Steak
TwilightForest:item.meefStroganoff, Meef Stroganoff
TwilightForest:item.mazeWafer, Maze Wafer
TwilightForest:item.emptyMagicMap, Blank Magic Map
TwilightForest:item.emptyMazeMap, Blank Maze Map
TwilightForest:item.emptyOreMap, Blank Maze/Ore Map
TwilightForest:item.oreMagnet, Ore Magnet
TwilightForest:item.crumbleHorn, Crumble Horn
TwilightForest:item.peacockFan, Peacock Feather Fan
TwilightForest:item.moonwormQueen, Moonworm Queen
TwilightForest:item.charmOfLife1, Charm of Life I
TwilightForest:item.charmOfLife2, Charm of Life II
TwilightForest:item.charmOfKeeping1, Charm of Keeping I
TwilightForest:item.charmOfKeeping2, Charm of Keeping II
TwilightForest:item.charmOfKeeping3, Charm of Keeping III
TwilightForest:item.towerKey, Tower Key
TwilightForest:item.borerEssence, Borer Essence
TwilightForest:item.carminite, Carminite
TwilightForest:item.experiment115, Experiment 115
TwilightForest:item.armorShards, Armor Shard
TwilightForest:item.knightMetal, Knightmetal Ingot
TwilightForest:item.shardCluster, Armor Shard Cluster
TwilightForest:item.knightlyHelm, Knightly Helm
TwilightForest:item.knightlyPlate, Knightly Plate
TwilightForest:item.knightlyLegs, Knightly Greaves
TwilightForest:item.knightlyBoots, Knightly Boots
TwilightForest:item.knightlySword, Knightly Sword
TwilightForest:item.knightlyPick, Knightly Pick
TwilightForest:item.knightlyAxe, Knightly Axe
TwilightForest:item.phantomHelm, Phantom Helm
TwilightForest:item.phantomPlate, Phantom Plate
TwilightForest:item.lampOfCinders, Lamp of Cinders
TwilightForest:item.fieryTears, Fiery Tears
TwilightForest:item.alphaFur, Alpha Yeti Fur
TwilightForest:item.yetiHelm, Yeti Horned Helm
TwilightForest:item.yetiPlate, Yeti Jacket
TwilightForest:item.yetiLegs, Yeti Leggings
TwilightForest:item.yetiBoots, Yeti Boots
TwilightForest:item.iceBomb, Ice Bomb
TwilightForest:item.arcticFur, Arctic Fur
TwilightForest:item.arcticHelm, Arctic Hood
TwilightForest:item.arcticPlate, Arctic Jacket
TwilightForest:item.arcticLegs, Arctic Leggings
TwilightForest:item.arcticBoots, Arctic Boots
TwilightForest:item.magicBeans, Magic Beans
TwilightForest:item.giantPick, Giant's Pickaxe
TwilightForest:item.giantSword, Giant's Sword
TwilightForest:item.tripleBow, Tri-bow
TwilightForest:item.seekerBow, Seeker Bow
TwilightForest:item.iceBow, Ice Bow
TwilightForest:item.enderBow, Ender Bow
TwilightForest:item.iceSword, Ice Sword
TwilightForest:item.glassSword, Glass Sword
TwilightForest:item.knightmetalRing, Knightmetal Loop
TwilightForest:item.chainBlock, Block and Chain
TwilightForest:item.cubeTalisman, Talisman of the Cube
TwilightForest:item.cubeOfAnnihilation, Cube of Annihilation
TwilightForest:item.doorTwilight, Twilight Oak Door
TwilightForest:item.doorCanopy, Canopy Tree Door
TwilightForest:item.doorMangrove, Mangrove Door
TwilightForest:item.doorDarkwood, Darkwood Door
TwilightForest:item.doorTime, Timewood Door
TwilightForest:item.doorTrans, Transwood Door
TwilightForest:item.doorMine, Minewood Door
TwilightForest:item.doorSort, Sortingwood Door
TwilightForest:item.null:0, Cloth Of The Adherent
TwilightForest:item.null:1, Fragment Of The Harbinger
chisel:upgrade:0, Speed Upgrade
chisel:upgrade:1, Automation Upgrade
chisel:upgrade:2, Stack Upgrade
chisel:upgrade:3, Reversion Upgrade
chisel:ballomoss, Ball O' Moss
chisel:chisel, Chisel
chisel:diamondChisel, Diamond Chisel
chisel:obsidianChisel, Obsidian Chisel
chisel:netherStarChisel, Nether Star Chisel
chisel:cloudinabottle, Cloud In A Bottle
chisel:smashingrock, Smashing Rock
compactkineticgenerators:IridiumBlade, Iridium Rotor Blade
compactkineticgenerators:IridiumRotor, Kinetic Gearbox Rotor (Iridium)
OpenComputers:item:27, Arithmetic Logic Unit (ALU)
OpenComputers:item:101, Accelerated Processing Unit (APU) (Tier 2)
OpenComputers:item:102, Accelerated Processing Unit (APU) (Tier 3)
OpenComputers:item:103, Accelerated Processing Unit (APU) (Creative)
OpenComputers:item:18, Grog
OpenComputers:item:0, Analyzer
OpenComputers:item:21, Arrow Keys
OpenComputers:item:20, Button Group
OpenComputers:item:29, Central Processing Unit (CPU) (Tier 1)
OpenComputers:item:42, Central Processing Unit (CPU) (Tier 2)
OpenComputers:item:43, Central Processing Unit (CPU) (Tier 3)
OpenComputers:item:33, Card Base
OpenComputers:item:96, Chamelium
OpenComputers:item:31, Circuit Board
OpenComputers:item:70, Component Bus (Tier 1)
OpenComputers:item:71, Component Bus (Tier 2)
OpenComputers:item:72, Component Bus (Tier 3)
OpenComputers:item:114, Component Bus (Creative)
OpenComputers:item:28, Control Unit (CU)
OpenComputers:item:17, Cutting Wire
OpenComputers:item:104, Data Card (Tier 1)
OpenComputers:item:105, Data Card (Tier 2)
OpenComputers:item:106, Data Card (Tier 3)
OpenComputers:item:73, Debug Card
OpenComputers:item:81, Network Debugger
OpenComputers:item:111, Diamond Chip
OpenComputers:item:19, Disk Platter
OpenComputers:item:109, Disk Drive
OpenComputers:item:83, Drone Case (Tier 1)
OpenComputers:item:87, Drone Case (Tier 2)
OpenComputers:item:91, Drone Case (Creative)
OpenComputers:item:4, Floppy Disk
OpenComputers:item:8, Graphics Card (Tier 1)
OpenComputers:item:9, Graphics Card (Tier 2)
OpenComputers:item:10, Graphics Card (Tier 3)
OpenComputers:item:5, Hard Disk Drive (Tier 1) (1MB)
OpenComputers:item:6, Hard Disk Drive (Tier 2) (2MB)
OpenComputers:item:7, Hard Disk Drive (Tier 3) (4MB)
OpenComputers:item:95, Ink Cartridge
OpenComputers:item:94, Ink Cartridge (Empty)
OpenComputers:item:44, Internet Card
OpenComputers:item:48, Interweb
OpenComputers:item:51, Linked Card
OpenComputers:item:98, OpenComputers Manual
OpenComputers:item:1, Memory (Tier 1)
OpenComputers:item:50, Memory (Tier 1.5)
OpenComputers:item:2, Memory (Tier 2)
OpenComputers:item:3, Memory (Tier 2.5)
OpenComputers:item:38, Memory (Tier 3)
OpenComputers:item:39, Memory (Tier 3.5)
OpenComputers:item:24, Microchip (Tier 1)
OpenComputers:item:25, Microchip (Tier 2)
OpenComputers:item:26, Microchip (Tier 3)
OpenComputers:item:82, Microcontroller Case (Tier 1)
OpenComputers:item:86, Microcontroller Case (Tier 2)
OpenComputers:item:90, Microcontroller Case (Creative)
OpenComputers:item:107, Nanomachines
OpenComputers:item:11, Network Card
OpenComputers:item:22, Numeric Keypad
OpenComputers:item:32, Printed Circuit Board (PCB)
OpenComputers:item:30, Raw Circuit Board
OpenComputers:item:66, Redstone Card (Tier 1)
OpenComputers:item:45, Server (Tier 1)
OpenComputers:item:46, Server (Tier 2)
OpenComputers:item:40, Server (Tier 3)
OpenComputers:item:69, Server (Creative)
OpenComputers:item:74, Tablet Case (Tier 1)
OpenComputers:item:92, Tablet Case (Tier 2)
OpenComputers:item:93, Tablet Case (Creative)
OpenComputers:item:41, Remote Terminal
OpenComputers:item:108, Terminal Server
OpenComputers:item:97, Texture Picker
OpenComputers:item:23, Transistor
OpenComputers:item:49, Angel Upgrade
OpenComputers:item:63, Battery Upgrade (Tier 1)
OpenComputers:item:64, Battery Upgrade (Tier 2)
OpenComputers:item:65, Battery Upgrade (Tier 3)
OpenComputers:item:62, Chunkloader Upgrade
OpenComputers:item:57, Card Container (Tier 1)
OpenComputers:item:58, Card Container (Tier 2)
OpenComputers:item:59, Card Container (Tier 3)
OpenComputers:item:54, Upgrade Container (Tier 1)
OpenComputers:item:55, Upgrade Container (Tier 2)
OpenComputers:item:56, Upgrade Container (Tier 3)
OpenComputers:item:14, Crafting Upgrade
OpenComputers:item:78, Database Upgrade (Tier 1)
OpenComputers:item:79, Database Upgrade (Tier 2)
OpenComputers:item:80, Database Upgrade (Tier 3)
OpenComputers:item:52, Experience Upgrade
OpenComputers:item:15, Generator Upgrade
OpenComputers:item:99, Hover Upgrade (Tier 1)
OpenComputers:item:100, Hover Upgrade (Tier 2)
OpenComputers:item:53, Inventory Upgrade
OpenComputers:item:61, Inventory Controller Upgrade
OpenComputers:item:85, Leash Upgrade
OpenComputers:item:112, MFU
OpenComputers:item:36, Navigation Upgrade
OpenComputers:item:75, Piston Upgrade
OpenComputers:item:35, Sign I/O Upgrade
OpenComputers:item:34, Solar Generator Upgrade
OpenComputers:item:76, Tank Upgrade
OpenComputers:item:77, Tank Controller Upgrade
OpenComputers:item:67, Tractor Beam Upgrade
OpenComputers:item:110, Trading Upgrade
OpenComputers:item:113, Wireless Network Card (Tier 1)
OpenComputers:item:13, Wireless Network Card (Tier 2)
OpenComputers:item:84, Crecopter
OpenComputers:item:0, Microcontroller
OpenComputers:item:0, Creatix
OpenComputers:item:68, Tablet
OpenComputers:item:0, Hover Boots
